id,isDefault
901,0
917,1
921,1
925,1
932,0
935,0
938,0
939,1
942,1
943,0
948,0
951,0
952,1
953,0
955,0
963,0
966,0
971,1
972,0
975,0
979,0
981,1
983,0
990,0
995,0
996,0
1001,0
1004,0
1006,1
1013,0
1014,0
1022,0
1024,1
1025,0
1034,1
1038,0
1040,0
1046,0
1048,0
1049,0
1050,0
1053,0
1063,0
1064,0
1065,0
1077,0
1078,1
1079,0
1082,0
1083,0
1085,0
1087,1
1088,1
1090,0
1092,0
1093,0
1100,0
1101,0
1102,0
1106,0
1115,0
1117,0
1118,0
1119,1
1123,0
1124,0
1128,0
1132,0
1135,0
1136,1
1138,0
1140,0
1144,0
1145,0
1163,0
1164,0
1166,1
1167,0
1172,0
1176,0
1179,0
1183,0
1184,1
1190,0
1191,0
1194,1
1197,0
1199,0
1200,0
1202,1
1203,0
1209,0
1210,0
1213,1
1225,0
1230,0
1232,1
1235,0
1245,1
1246,0
1254,0
1256,0
1259,0
1260,0
1265,0
1273,0
1274,0
1277,1
1280,0
1281,0
1287,0
1290,0
1293,0
1297,0
1302,1
1308,1
1310,1
1312,0
1316,1
1317,0
1318,0
1319,0
1324,0
1327,0
1329,1
1338,0
1341,0
1343,0
1344,0
1345,1
1364,0
1365,0
1371,0
1376,0
1379,1
1388,0
1389,0
1395,0
1397,0
1400,0
1401,1
1403,0
1408,1
1410,0
1417,1
1418,1
1419,0
1422,0
1427,1
1442,0
1451,0
1454,1
1455,0
1465,1
1474,0
1477,0
1483,1
1491,1
1493,0
1494,0
1500,0
1503,0
1505,0
1509,0
1515,0
1516,0
1521,0
1525,0
1526,0
1530,0
1536,0
1541,0
1543,0
1544,1
1553,0
1554,0
1555,0
1556,0
1557,1
1559,0
1562,0
1565,0
1567,0
1568,1
1570,0
1573,0
1574,0
1575,0
1579,0
1581,0
1585,0
1586,0
1589,0
1590,0
1592,1
1593,0
1595,0
1597,0
1598,0
1605,0
1606,0
1607,1
1615,0
1620,0
1621,0
1622,0
1623,0
1626,1
1629,0
1632,0
1634,0
1636,1
1639,1
1647,0
1650,0
1656,0
1660,0
1661,1
1663,1
1664,0
1667,0
1668,0
1677,0
1680,0
1682,1
1687,0
1695,0
1697,0
1698,0
1700,0
1701,0
1703,0
1705,0
1712,0
1714,0
1724,0
1726,0
1728,1
1730,0
1731,0
1732,0
1733,0
1738,0
1739,0
1742,0
1743,0
1746,1
1750,0
1753,1
1758,0
1763,0
1765,0
1766,0
1769,0
1772,0
1783,0
1784,1
1787,1
1795,0
1800,0
1804,1
1809,0
1818,0
1826,0
1827,0
1831,1
1832,0
1833,0
1837,0
1841,1
1846,1
1847,0
1848,0
1849,0
1850,0
1856,0
1858,1
1862,0
1863,0
1864,1
1865,0
1866,0
1869,0
1871,0
1872,0
1874,0
1879,0
1888,0
1889,0
1890,1
1891,0
1893,0
1895,0
1896,1
1900,0
1904,0
1911,0
1912,0
1914,1
1916,0
1917,0
1922,1
1923,0
1924,0
1930,0
1944,0
1946,1
1949,0
1950,1
1951,0
1954,0
1959,1
1960,0
1961,0
1962,0
1963,1
1964,0
1965,0
1967,0
1969,0
1972,1
1974,1
1995,1
1999,0
2000,0
2003,0
2007,0
2011,0
2012,0
2017,0
2022,0
2024,0
2025,0
2026,0
2027,0
2029,0
2032,0
2036,0
2039,1
2043,1
2048,0
2050,0
2052,0
2053,0
2055,0
2062,0
2063,0
2065,1
2066,0
2072,0
2075,0
2077,1
2078,1
2080,0
2085,0
2086,0
2088,0
2089,0
2091,0
2092,0
2099,0
2101,0
2103,0
2107,0
2110,0
2114,0
2116,0
2117,0
2120,0
2128,0
2130,0
2137,0
2143,0
2144,0
2149,0
2151,0
2153,0
2163,0
2165,0
2167,0
2171,0
2177,0
2179,0
2180,0
2182,1
2183,0
2185,0
2186,1
2193,0
2194,0
2196,0
2198,0
2204,0
2206,0
2211,0
2216,1
2227,1
2231,0
2233,0
2239,1
2240,1
2245,0
2246,1
2248,0
2249,0
2255,0
2258,0
2259,0
2260,0
2270,0
2272,0
2274,0
2275,0
2277,0
2281,0
2289,0
2292,0
2294,0
2295,0
2297,0
2301,0
2303,0
2306,0
2311,0
2314,0
2315,0
2316,0
2319,0
2322,0
2323,0
2326,0
2327,0
2333,1
2335,1
2336,0
2338,0
2340,0
2352,0
2354,0
2356,0
2358,0
2361,0
2368,0
2369,0
2371,0
2372,0
2374,0
2382,1
2383,0
2388,0
2391,0
2392,0
2398,0
2399,0
2403,0
2404,0
2410,0
2411,0
2416,0
2422,0
2424,1
2426,0
2429,0
2431,1
2435,0
2437,0
2438,1
2439,0
2446,1
2448,0
2449,0
2459,1
2462,0
2466,0
2470,0
2476,0
2478,0
2483,0
2490,0
2497,0
2500,1
2503,0
2504,0
2506,0
2508,0
2510,0
2512,0
2518,0
2519,0
2524,0
2533,0
2542,1
2543,0
2546,0
2553,0
2566,1
2568,0
2570,0
2571,0
2573,0
2577,1
2580,1
2583,0
2586,0
2587,0
2592,0
2595,0
2599,0
2600,0
2603,1
2605,0
2607,0
2613,0
2615,0
2616,0
2622,0
2625,0
2627,0
2628,0
2631,0
2641,1
2643,0
2645,0
2650,1
2656,1
2662,1
2663,0
2666,0
2667,0
2669,0
2673,0
2675,0
2676,0
2684,1
2686,0
2690,0
2695,0
2697,0
2706,1
2708,0
2710,0
2711,0
2712,1
2716,0
2718,0
2721,0
2727,1
2730,1
2734,0
2738,0
2740,0
2741,0
2747,0
2752,0
2754,1
2761,1
2763,0
2764,1
2768,0
2769,0
2776,0
2779,0
2781,0
2784,0
2785,0
2791,0
2807,0
2808,0
2809,0
2810,1
2813,0
2818,0
2826,0
2832,0
2844,0
2857,0
2862,0
2866,0
2867,0
2874,0
2876,0
2878,0
2879,0
2882,0
2888,0
2892,0
2898,0
2900,0
2903,0
2904,0
2909,0
2912,0
2915,0
2918,0
2919,0
2923,0
2930,0
2932,0
2934,0
2937,1
2943,0
2946,0
2947,0
2955,1
2957,0
2964,0
2966,0
2969,0
2975,0
2980,0
2982,1
2983,0
2985,0
2987,0
2990,0
2992,0
2994,1
2998,0
2999,0
3003,1
3009,0
3011,1
3014,0
3015,0
3018,0
3028,0
3029,1
3039,0
3044,0
3047,0
3048,0
3051,0
3055,0
3064,1
3065,0
3066,1
3072,0
3073,1
3075,1
3077,0
3078,0
3080,0
3086,0
3089,1
3096,0
3100,0
3101,0
3103,0
3104,0
3110,0
3116,0
3121,0
3122,1
3123,0
3126,0
3128,0
3130,0
3133,1
3135,0
3138,1
3146,0
3147,1
3149,1
3151,1
3152,0
3153,0
3154,0
3157,0
3159,0
3162,0
3165,0
3167,0
3168,0
3174,0
3175,0
3177,0
3180,0
3182,1
3183,1
3186,0
3195,0
3197,0
3199,1
3200,1
3201,1
3203,1
3205,0
3210,0
3212,0
3214,1
3217,1
3219,0
3220,0
3222,0
3223,1
3227,0
3233,0
3237,0
3240,0
3248,0
3255,0
3260,0
3261,0
3265,0
3268,0
3269,0
3270,0
3273,0
3278,0
3284,0
3285,0
3286,0
3287,0
3290,0
3292,0
3302,0
3303,1
3307,1
3309,0
3310,0
3313,0
3314,0
3317,0
3318,0
3319,0
3320,0
3321,1
3334,0
3338,1
3340,0
3343,0
3344,0
3347,0
3348,0
3349,1
3357,0
3358,0
3359,0
3362,0
3370,0
3376,0
3382,1
3389,0
3392,1
3393,1
3399,1
3401,0
3402,1
3403,1
3406,0
3408,0
3411,1
3413,0
3417,0
3420,0
3426,0
3427,1
3438,0
3439,0
3440,0
3443,0
3448,0
3449,0
3453,0
3455,0
3457,0
3460,1
3464,0
3468,1
3470,0
3471,0
3474,0
3476,1
3479,0
3482,0
3486,1
3487,0
3489,0
3490,0
3491,0
3493,0
3495,1
3497,1
3506,0
3508,0
3511,0
3516,1
3517,0
3520,0
3531,1
3535,0
3540,0
3543,0
3548,0
3550,0
3552,0
3558,0
3568,0
3571,1
3572,0
3574,0
3576,0
3578,1
3579,0
3581,0
3583,0
3587,0
3589,0
3591,0
3599,0
3605,0
3606,0
3608,0
3612,0
3614,0
3624,0
3626,0
3628,0
3630,0
3632,1
3633,0
3634,0
3638,1
3642,1
3644,0
3645,1
3648,1
3658,0
3666,0
3667,0
3672,0
3675,1
3687,0
3695,0
3699,0
3700,0
3703,1
3705,0
3706,0
3707,1
3708,0
3709,0
3718,0
3719,1
3720,0
3726,1
3732,0
3733,1
3735,0
3746,0
3747,1
3751,0
3752,0
3753,0
3757,0
3761,0
3762,1
3763,0
3771,0
3772,0
3775,1
3776,1
3781,0
3784,0
3785,0
3789,0
3791,0
3793,1
3796,0
3798,0
3799,0
3800,0
3807,0
3813,1
3819,1
3821,0
3823,0
3832,0
3834,0
3836,0
3842,0
3845,0
3847,0
3849,1
3851,0
3856,0
3863,0
3866,0
3873,0
3876,0
3877,0
3878,0
3879,0
3883,0
3890,1
3895,0
3897,0
3898,0
3899,0
3900,1
3902,0
3909,0
3910,0
3916,0
3918,1
3919,0
3922,1
3927,0
3928,0
3932,0
3933,0
3934,1
3940,0
3941,0
3942,0
3946,0
3949,0
3950,0
3952,1
3956,1
3961,0
3963,0
3967,0
3968,1
3969,1
3970,0
3972,0
3973,0
3974,1
3976,1
3977,0
3987,0
3988,0
3989,1
3992,0
3996,0
3998,0
4002,0
4003,0
4005,0
4012,0
4014,0
4016,0
4017,0
4021,0
4024,1
4025,0
4027,1
4032,0
4036,0
4041,0
4043,0
4044,0
4049,0
4050,1
4052,0
4054,0
4056,0
4068,0
4070,1
4072,0
4073,0
4075,0
4078,0
4080,0
4081,0
4082,1
4090,0
4092,0
4097,0
4100,0
4101,1
4102,0
4103,0
4106,0
4107,0
4109,1
4112,0
4113,0
4114,0
4115,1
4122,1
4124,0
4126,0
4129,0
4134,0
4140,0
4141,0
4142,0
4144,1
4147,0
4149,0
4155,1
4161,1
4162,0
4165,0
4168,0
4170,0
4183,0
4186,1
4187,1
4189,0
4194,0
4197,1
4200,0
4211,0
4214,0
4216,0
4217,0
4218,1
4220,0
4221,0
4222,0
4224,0
4225,0
4226,1
4234,1
4236,0
4238,0
4239,0
4242,0
4245,0
4247,1
4256,0
4257,0
4258,0
4260,0
4264,0
4265,0
4266,1
4267,0
4269,0
4272,0
4274,1
4276,0
4285,0
4287,0
4293,0
4294,1
4296,1
4301,0
4304,0
4307,0
4308,0
4310,0
4314,0
4316,1
4319,0
4320,0
4326,0
4327,0
4328,0
4330,0
4341,1
4342,0
4347,0
4349,0
4355,1
4356,0
4360,0
4361,1
4362,0
4372,0
4373,0
4375,1
4381,1
4390,1
4391,0
4392,0
4395,0
4397,0
4398,0
4399,0
4402,0
4410,1
4412,0
4414,0
4415,0
4417,1
4420,0
4425,1
4429,1
4431,0
4439,0
4441,0
4448,0
4450,1
4451,0
4456,0
4457,0
4461,0
4462,0
4463,0
4466,1
4469,0
4471,1
4479,0
4482,1
4486,0
4487,0
4488,0
4489,0
4506,0
4507,0
4510,0
4517,0
4518,1
4530,0
4532,0
4538,0
4541,1
4542,0
4547,1
4548,0
4551,0
4553,0
4556,0
4561,0
4565,1
4566,0
4573,0
4575,0
4583,1
4584,0
4590,1
4591,1
4593,0
4594,1
4602,0
4607,0
4624,0
4626,0
4627,0
4629,0
4632,0
4634,0
4638,0
4643,0
4645,0
4646,0
4659,1
4661,0
4666,0
4667,0
4672,0
4678,0
4679,0
4682,0
4686,0
4689,0
4690,0
4691,1
4699,0
4700,0
4703,0
4705,0
4708,0
4710,0
4711,0
4715,0
4718,0
4727,0
4733,0
4739,0
4747,0
4748,1
4752,0
4753,1
4754,0
4758,0
4762,0
4769,0
4770,0
4771,0
4772,0
4779,0
4784,0
4789,0
4790,0
4795,0
4803,1
4804,1
4805,0
4808,0
4809,0
4814,0
4815,0
4818,1
4824,0
4825,0
4828,0
4833,0
4834,0
4837,0
4844,0
4846,0
4852,0
4855,0
4861,0
4864,0
4875,0
4876,0
4879,0
4881,0
4885,0
4886,0
4896,0
4899,0
4900,0
4902,0
4903,0
4906,0
4907,0
4908,0
4910,1
4912,0
4914,0
4915,0
4937,0
4942,0
4945,0
4946,0
4947,1
4950,0
4951,0
4963,0
4966,0
4970,1
4973,0
4975,0
4978,0
4980,0
4981,0
4985,0
4986,0
4988,0
4992,0
4995,0
4996,0
4997,0
4999,0
5001,0
5002,0
5004,0
5009,0
5015,1
5018,0
5019,1
5021,0
5024,0
5025,0
5035,0
5037,1
5042,0
5044,0
5045,0
5046,1
5051,0
5052,0
5057,1
5058,0
5061,0
5064,1
5069,1
5077,0
5080,0
5088,1
5089,0
5090,0
5091,0
5094,0
5095,0
5100,1
5101,0
5108,0
5112,0
5113,0
5116,0
5117,0
5127,1
5130,0
5133,0
5136,0
5143,0
5145,0
5147,0
5148,0
5152,0
5155,0
5159,0
5160,0
5161,0
5163,1
5167,0
5169,0
5175,0
5184,0
5187,0
5192,1
5198,0
5199,1
5200,0
5202,0
5211,0
5212,0
5213,0
5214,0
5218,0
5222,0
5223,0
5228,0
5233,1
5237,0
5238,0
5240,0
5243,0
5246,0
5248,1
5252,0
5253,0
5254,0
5255,0
5262,0
5271,0
5273,0
5275,0
5278,1
5283,0
5287,0
5296,0
5302,0
5303,0
5304,1
5305,1
5306,0
5307,0
5308,1
5312,1
5314,0
5315,0
5318,0
5319,0
5322,0
5333,0
5334,0
5338,0
5339,0
5347,0
5349,1
5350,0
5353,0
5355,0
5361,1
5362,0
5366,0
5367,1
5372,0
5379,0
5380,0
5381,0
5386,0
5389,0
5390,1
5392,0
5396,1
5401,0
5405,0
5410,0
5415,0
5419,0
5426,1
5427,0
5430,0
5431,1
5436,0
5437,0
5440,0
5443,0
5446,0
5448,0
5459,0
5463,0
5468,1
5470,0
5471,1
5472,0
5479,0
5481,0
5486,0
5488,1
5489,0
5491,1
5496,1
5497,0
5498,1
5500,0
5501,0
5502,0
5503,0
5506,1
5514,0
5518,0
5520,0
5521,0
5524,0
5525,0
5526,0
5532,0
5533,0
5536,0
5537,0
5538,0
5539,0
5550,0
5558,0
5559,0
5560,0
5570,0
5572,1
5578,0
5588,0
5592,0
5594,0
5597,0
5602,0
5603,0
5611,0
5612,1
5616,0
5627,0
5628,0
5629,0
5635,0
5636,1
5638,1
5643,0
5644,0
5649,0
5650,0
5653,0
5657,0
5659,0
5661,0
5664,1
5668,0
5671,0
5675,0
5679,0
5681,0
5683,1
5685,1
5691,1
5694,1
5695,0
5697,0
5698,0
5709,0
5710,1
5713,0
5717,0
5719,1
5721,0
5723,0
5726,0
5729,0
5735,0
5741,0
5750,0
5754,0
5757,1
5759,0
5767,0
5776,1
5777,0
5779,0
5780,0
5781,0
5790,0
5794,0
5798,0
5801,1
5803,0
5804,0
5812,0
5823,1
5825,1
5829,0
5830,1
5833,0
5835,0
5836,0
5847,0
5854,0
5858,0
5859,0
5860,0
5863,0
5868,0
5869,0
5870,0
5876,0
5877,1
5878,0
5881,0
5888,0
5890,0
5891,0
5892,0
5895,0
5900,1
5903,0
5905,0
5908,0
5909,0
5911,1
5912,0
5914,1
5915,0
5917,0
5918,0
5923,1
5929,0
5934,0
5936,0
5937,1
5941,0
5942,0
5943,0
5949,0
5951,0
5954,0
5959,0
5961,0
5962,1
5963,0
5971,0
5977,0
5988,0
5994,1
5995,0
5999,0
6000,0
6004,0
6007,0
6009,0
6012,0
6015,0
6018,0
6023,0
6028,1
6029,0
6030,0
6034,1
6035,0
6038,0
6041,0
6042,0
6043,1
6044,0
6045,0
6052,0
6055,1
6056,1
6061,1
6062,0
6068,1
6080,0
6087,0
6095,1
6098,1
6100,1
6102,0
6104,0
6105,1
6109,0
6111,0
6112,0
6113,0
6118,0
6125,0
6126,0
6127,0
6130,0
6145,0
6146,0
6150,1
6155,0
6156,0
6162,0
6163,0
6166,1
6172,0
6176,0
6189,0
6192,1
6198,0
6202,0
6211,1
6222,0
6228,0
6229,0
6232,0
6234,1
6235,0
6236,0
6238,0
6239,0
6242,1
6255,0
6257,0
6259,1
6263,0
6268,1
6275,0
6278,0
6281,0
6283,0
6285,0
6293,0
6299,0
6300,0
6301,1
6307,0
6309,1
6311,0
6315,1
6316,0
6321,0
6325,0
6332,0
6335,0
6337,0
6339,1
6340,0
6341,0
6343,0
6345,0
6348,0
6349,1
6351,0
6355,0
6356,0
6363,1
6375,0
6377,0
6383,1
6385,0
6386,0
6387,0
6388,0
6393,0
6398,0
6406,1
6421,0
6426,0
6427,0
6434,0
6435,0
6437,0
6439,0
6443,0
6445,1
6449,1
6450,0
6452,1
6456,0
6464,0
6466,0
6467,0
6470,1
6472,0
6474,0
6475,0
6480,0
6486,0
6490,0
6494,0
6498,0
6503,0
6506,0
6510,1
6516,0
6517,0
6521,0
6522,0
6529,0
6531,0
6540,1
6550,0
6567,0
6578,0
6581,0
6582,0
6585,0
6589,0
6590,0
6592,0
6595,1
6596,1
6598,0
6599,0
6601,0
6606,0
6610,0
6612,0
6614,0
6619,0
6620,0
6623,1
6626,0
6640,0
6649,0
6650,0
6652,1
6654,0
6656,0
6658,0
6659,0
6662,0
6666,0
6676,0
6677,1
6680,0
6683,0
6686,0
6688,1
6689,1
6694,0
6695,0
6698,0
6706,0
6707,0
6708,0
6709,0
6711,0
6716,0
6722,0
6726,0
6727,0
6735,0
6736,0
6737,0
6738,0
6744,0
6749,0
6751,1
6753,0
6757,0
6758,1
6760,0
6762,1
6764,0
6766,0
6767,0
6769,0
6774,1
6776,0
6777,0
6780,0
6789,0
6791,1
6792,0
6796,0
6798,0
6799,0
6802,0
6811,0
6816,0
6817,1
6824,0
6827,0
6828,0
6831,0
6832,1
6835,0
6837,1
6839,0
6840,1
6844,0
6850,0
6851,0
6861,0
6862,0
6865,0
6867,0
6873,0
6882,1
6892,0
6897,0
6900,0
6901,0
6902,1
6903,0
6905,0
6909,1
6910,0
6914,1
6918,0
6919,0
6922,0
6926,1
6930,0
6931,1
6933,0
6937,0
6939,1
6941,0
6942,0
6946,0
6947,0
6953,0
6959,0
6961,0
6962,0
6964,1
6971,0
6972,0
6977,0
6980,0
6986,0
6987,0
6989,0
6991,0
6993,0
6994,1
6999,0
7002,0
7008,0
7010,0
7011,0
7012,0
7014,0
7023,0
7026,0
7031,0
7034,0
7039,0
7042,1
7045,0
7047,0
7051,0
7053,0
7059,0
7065,0
7066,0
7070,0
7072,0
7075,0
7076,1
7078,0
7081,0
7083,0
7085,0
7094,1
7095,0
7099,0
7101,0
7104,0
7108,0
7110,0
7114,0
7125,0
7129,0
7131,0
7140,0
7141,1
7142,1
7146,0
7158,0
7162,0
7163,0
7165,0
7167,0
7168,0
7170,0
7174,1
7177,1
7178,1
7188,0
7191,0
7192,0
7195,1
7196,0
7198,0
7204,1
7205,1
7206,1
7207,0
7211,0
7214,0
7216,1
7219,0
7224,0
7226,0
7227,0
7229,0
7230,0
7240,1
7246,0
7253,1
7254,0
7258,0
7262,0
7263,0
7270,0
7272,0
7284,0
7285,1
7289,1
7293,1
7299,1
7303,0
7311,1
7314,0
7322,0
7332,0
7339,0
7340,0
7341,1
7342,0
7347,0
7349,0
7355,0
7363,0
7371,0
7377,0
7382,1
7385,0
7386,0
7388,0
7390,0
7391,0
7394,0
7396,0
7403,0
7405,0
7410,0
7411,0
7414,1
7416,1
7417,0
7418,0
7425,0
7427,0
7428,1
7429,0
7431,0
7432,0
7437,0
7439,1
7441,0
7442,0
7446,0
7448,0
7449,0
7450,0
7453,1
7457,1
7468,0
7474,1
7477,0
7481,0
7486,0
7490,0
7494,0
7497,0
7501,0
7502,0
7504,1
7508,0
7510,0
7512,0
7516,1
7519,1
7522,0
7524,0
7527,0
7533,0
7534,0
7536,0
7537,0
7538,0
7543,0
7544,1
7545,0
7549,0
7554,0
7555,0
7558,0
7560,0
7561,0
7562,0
7563,1
7570,0
7577,1
7584,0
7585,0
7586,0
7591,0
7597,0
7598,0
7600,0
7601,0
7605,0
7609,0
7611,0
7615,1
7619,0
7620,0
7621,0
7622,0
7624,0
7638,0
7643,0
7646,0
7652,0
7658,0
7665,0
7666,0
7667,0
7669,0
7670,0
7675,1
7679,0
7680,1
7684,0
7685,0
7687,0
7691,0
7708,0
7711,0
7713,1
7718,0
7726,0
7728,0
7738,0
7741,0
7742,0
7745,0
7748,0
7752,0
7762,0
7763,0
7764,1
7766,1
7768,0
7770,1
7775,0
7778,1
7779,0
7782,1
7784,0
7786,1
7788,0
7790,0
7792,0
7794,0
7796,0
7802,0
7803,1
7806,0
7807,0
7808,0
7814,0
7819,0
7820,0
7821,0
7824,0
7825,0
7832,0
7834,0
7835,0
7836,0
7841,0
7845,1
7850,1
7853,1
7855,0
7862,0
7867,0
7872,1
7877,0
7879,0
7880,0
7881,0
7883,0
7885,0
7894,0
7896,0
7903,0
7904,1
7905,0
7906,0
7908,0
7912,0
7913,0
7918,0
7919,0
7924,0
7932,0
7933,0
7934,0
7935,0
7937,0
7939,0
7947,1
7948,0
7953,0
7956,1
7958,0
7959,0
7961,0
7962,1
7964,0
7966,0
7968,0
7969,0
7970,0
7971,0
7977,0
7978,1
7986,0
7987,0
7988,0
7995,0
7999,0
8006,0
8014,0
8018,0
8019,0
8026,0
8030,0
8033,0
8038,0
8039,0
8041,1
8045,0
8047,1
8050,1
8052,0
8059,0
8064,0
8066,0
8069,1
8070,1
8073,0
8074,0
8077,0
8079,0
8082,1
8083,0
8086,0
8088,0
8094,0
8100,0
8108,0
8109,1
8114,1
8121,0
8123,1
8125,0
8127,0
8155,0
8158,0
8162,0
8168,0
8169,0
8170,0
8173,0
8179,1
8180,0
8182,1
8185,0
8187,0
8196,0
8199,0
8202,0
8207,0
8208,0
8210,0
8213,0
8214,0
8215,0
8217,0
8218,0
8223,0
8227,0
8229,0
8232,0
8233,0
8236,0
8242,0
8245,0
8246,0
8254,0
8255,0
8258,0
8259,0
8264,1
8266,0
8267,0
8271,0
8272,1
8273,0
8282,0
8285,0
8293,0
8300,0
8301,0
8302,0
8305,1
8307,1
8312,0
8313,1
8317,0
8323,0
8324,0
8326,0
8328,0
8331,0
8333,0
8335,1
8342,0
8343,1
8344,0
8351,0
8356,0
8357,1
8358,1
8364,0
8367,0
8368,1
8372,0
8375,0
8380,1
8383,0
8384,0
8390,0
8392,0
8395,0
8396,0
8400,1
8404,0
8405,0
8411,0
8412,0
8414,0
8424,0
8426,0
8433,0
8435,0
8440,0
8442,0
8451,0
8452,0
8453,0
8456,0
8457,0
8458,1
8463,0
8473,0
8477,0
8479,0
8481,0
8483,0
8489,0
8490,0
8491,1
8492,0
8497,1
8499,0
8502,0
8503,1
8506,1
8507,1
8509,0
8522,0
8526,1
8530,0
8532,1
8544,0
8545,0
8547,0
8549,0
8550,0
8551,1
8552,0
8553,0
8554,0
8558,0
8562,0
8565,0
8571,0
8574,0
8577,0
8578,0
8581,0
8583,0
8586,0
8587,0
8589,0
8590,0
8592,0
8595,1
8596,0
8597,0
8599,0
8602,0
8605,0
8619,1
8622,1
8623,1
8629,0
8633,0
8645,0
8646,0
8653,0
8655,0
8656,1
8664,1
8666,0
8667,0
8668,1
8671,0
8675,0
8676,0
8681,0
8682,0
8684,1
8685,0
8696,1
8699,0
8701,0
8704,0
8707,0
8708,0
8712,1
8717,0
8723,0
8726,0
8727,0
8728,0
8731,0
8733,0
8734,1
8736,0
8737,1
8749,0
8752,1
8753,1
8754,0
8762,0
8765,1
8768,0
8769,0
8773,0
8774,1
8783,0
8784,0
8790,0
8791,0
8797,0
8800,1
8801,0
8807,0
8809,0
8814,0
8816,0
8818,0
8819,0
8821,0
8826,1
8827,0
8830,0
8831,0
8846,0
8847,1
8849,0
8852,0
8853,0
8858,0
8862,0
8863,0
8869,0
8870,1
8873,1
8875,0
8877,0
8878,1
8879,0
8881,0
8883,0
8887,0
8892,0
8893,0
8896,0
8898,1
8909,0
8910,0
8912,1
8914,0
8915,0
8917,1
8921,0
8924,0
8925,1
8928,1
8933,0
8934,0
8935,0
8942,0
8944,0
8945,0
8949,0
8957,1
8958,0
8962,1
8963,0
8964,0
8965,0
8966,0
8968,1
8974,0
8976,0
8978,0
8979,0
8982,0
8986,0
8990,0
8996,0
8999,0
9006,0
9016,1
9017,0
9019,1
9021,0
9022,0
9024,0
9025,0
9027,0
9035,0
9036,0
9050,0
9052,0
9059,0
9060,0
9062,1
9063,0
9067,0
9069,1
9073,0
9074,0
9080,0
9082,1
9083,0
9085,1
9088,1
9093,0
9094,0
9102,0
9103,0
9104,0
9106,0
9107,0
9111,1
9113,1
9114,1
9115,0
9116,0
9117,1
9119,0
9121,0
9122,0
9124,0
9128,0
9133,0
9135,1
9145,0
9153,0
9160,0
9164,0
9165,0
9166,0
9169,0
9179,0
9182,1
9189,0
9190,0
9191,0
9192,1
9196,0
9198,1
9202,0
9205,0
9208,0
9209,0
9210,0
9211,0
9212,0
9221,1
9225,1
9226,0
9227,0
9228,1
9232,0
9237,0
9238,0
9239,1
9240,1
9243,0
9245,0
9246,0
9249,0
9251,0
9254,0
9259,1
9264,0
9268,1
9273,0
9275,0
9286,0
9293,0
9294,0
9297,0
9298,0
9299,0
9300,0
9306,0
9311,1
9313,0
9321,0
9323,0
9324,0
9328,0
9329,0
9334,1
9336,1
9340,0
9345,1
9348,0
9352,0
9354,1
9356,0
9358,1
9360,0
9362,0
9364,0
9367,0
9370,0
9371,0
9374,1
9380,0
9382,0
9385,1
9386,0
9389,0
9390,1
9391,0
9394,0
9396,1
9397,0
9400,0
9405,0
9411,0
9412,0
9418,1
9423,0
9432,0
9437,0
9441,0
9443,0
9448,0
9450,0
9455,0
9457,1
9462,0
9465,0
9466,1
9474,0
